citing_publisher,citing_year,cited_name,cited_total,bipoc
Journal of Basic Writing,2018,Audre Lorde,1,White
Journal of Basic Writing,2018,Barbara Bird,1,White
Journal of Basic Writing,2018,Bernard Pomerance,1,Latinx
Journal of Basic Writing,2018,Beryl Satter,1,Asian American
Journal of Basic Writing,2018,Beverly Tatum,1,Latinx
Journal of Basic Writing,2018,Bill Moyers,1,White
Journal of Basic Writing,2018,Bruce Horner,1,Asian American
Journal of Basic Writing,2018,Carlotta Penn,1,Asian American
Journal of Basic Writing,2018,Carol Kozeracki,1,Latinx
Journal of Basic Writing,2018,Cathryn A. Manduca,1,Asian American
Journal of Basic Writing,2018,Christie Toth,1,White
Journal of Basic Writing,2018,Constance Gergen,1,Latinx
Journal of Basic Writing,2018,Cynthia L. Selfe,1,White
Journal of Basic Writing,2018,Daiyu Suzuki,1,White
Journal of Basic Writing,2018,Darin L. Jensen,1,Asian American
Journal of Basic Writing,2018,David Bartholomae,1,Asian American
Journal of Basic Writing,2018,David Bowie,1,White
Journal of Basic Writing,2018,David Camps,1,White
Journal of Basic Writing,2018,David E. Lavin,1,White
Journal of Basic Writing,2018,Dawn Shepherd,1,Asian American
Journal of Basic Writing,2018,Deborah Mutnick,1,White
Journal of Basic Writing,2018,Eileen Schell,1,Latinx
Journal of Basic Writing,2018,Eliana Osborn,1,White
Journal of Basic Writing,2018,Elizabeth Robertson,1,Asian American
Journal of Basic Writing,2018,Ellen R. Iverson,1,White
Journal of Basic Writing,2018,Emily Isaacs,1,Asian American
Journal of Basic Writing,2018,Eric Watts,1,Asian American
Journal of Basic Writing,2018,Erica Frankenberg,1,White
Journal of Basic Writing,2018,Evelyn Glennie,1,White
Journal of Basic Writing,2018,Francisco Valdes,1,Asian American
Journal of Basic Writing,2018,Geoffrey Marsh,1,White
Journal of Basic Writing,2018,Gloria Anzaldúa,1,White
Journal of Basic Writing,2018,Gregory Glau,1,White
Journal of Basic Writing,2018,Gudrun Willett,1,Latinx
Journal of Basic Writing,2018,Heidi Johnsen,1,Asian American
Journal of Basic Writing,2018,Howard Tinberg,1,Asian American
Journal of Basic Writing,2018,Jacques Derrida,1,White
Journal of Basic Writing,2018,James Frank,1,White
Journal of Basic Writing,2018,Jamil Shakoor,1,Latinx
Journal of Basic Writing,2018,Jane Maher,1,Latinx
Journal of Basic Writing,2018,Jay King,1,Latinx
Journal of Basic Writing,2018,Jeanne Gunner,1,White
Journal of Basic Writing,2018,Jed Shahar,1,White
Journal of Basic Writing,2018,Jeffrey Duncan-Andrade,1,Latinx
Journal of Basic Writing,2018,Jennifer Maloy,1,White
Journal of Basic Writing,2018,Jessica Schreyer,1,White
Journal of Basic Writing,2018,Joel E. Dworin,1,White
Journal of Basic Writing,2018,John Brereton,1,White
Journal of Basic Writing,2018,John Kuscera,1,White
Journal of Basic Writing,2018,John Rouse,1,White
Journal of Basic Writing,2018,Jonathan Kozol,1,Latinx
Journal of Basic Writing,2018,Jongyeon Ee,1,White
Journal of Basic Writing,2018,José Muñoz,1,Asian American
Journal of Basic Writing,2018,Joyce Oates,1,Latinx
Journal of Basic Writing,2018,K. Wayne Yang,1,Asian American
Journal of Basic Writing,2018,Karen S. Uehling,1,Asian American
Journal of Basic Writing,2018,Kimberlie Crenshaw,1,White
Journal of Basic Writing,2018,Laura May,1,Asian American
Journal of Basic Writing,2018,Lennard Davis,1,Latinx
Journal of Basic Writing,2018,Linda Adler-Kassner,1,Asian American
Journal of Basic Writing,2018,Lloyd Duman,1,White
Journal of Basic Writing,2018,Lori Doddy,1,White
Journal of Basic Writing,2018,Lori Rios,1,Asian American
Journal of Basic Writing,2018,Lucas Corcoran,1,White
Journal of Basic Writing,2018,Mara Grayson,1,White
Journal of Basic Writing,2018,Mark Blaauw-Hara,1,Asian American
Journal of Basic Writing,2018,Martha Nussbaum,1,Latinx
Journal of Basic Writing,2018,"MartinLuther,Jr King",1,Latinx
Journal of Basic Writing,2018,Mary Soliday,1,Asian American
Journal of Basic Writing,2018,Matthew Yokobosky,1,Asian American
Journal of Basic Writing,2018,Meagan Newberry,1,Asian American
Journal of Basic Writing,2018,Michel Foucault,1,Latinx
Journal of Basic Writing,2018,Michelle Alexander,1,Asian American
Journal of Basic Writing,2018,Michelle Fine,1,Asian American
Journal of Basic Writing,2018,Mike Palmquist,1,White
Journal of Basic Writing,2018,Mirabai Bush,1,White
Journal of Basic Writing,2018,Myra Kogen,1,Latinx
Journal of Basic Writing,2018,Nels P. Highberg,1,White
Journal of Basic Writing,2018,Pamela Gay,1,Latinx
Journal of Basic Writing,2018,Patricia Bizzell,1,White
Journal of Basic Writing,2018,Patricia J. McAlexander,1,Asian American
Journal of Basic Writing,2018,Patricia Laurence,1,Latinx
Journal of Basic Writing,2018,Patrick Sullivan,1,Asian American
Journal of Basic Writing,2018,Paul Trynka,1,White
Journal of Basic Writing,2018,Paulo Freire,1,Latinx
Journal of Basic Writing,2018,Peggy Semingson,1,Latinx
Journal of Basic Writing,2018,Rachel Kapelke-Dale,1,Asian American
Journal of Basic Writing,2018,Rei Noguchi,1,Asian American
Journal of Basic Writing,2018,Richard Rodriguez,1,White
Journal of Basic Writing,2018,Rosemarie Garland-Thomson,1,White
Journal of Basic Writing,2018,Ruby Payne,1,Latinx
Journal of Basic Writing,2018,Sarah D’Eloia,1,White
Journal of Basic Writing,2018,Sarah Kirk,1,White
Journal of Basic Writing,2018,Sarah Z. Johnson,1,White
Journal of Basic Writing,2018,Scott Lloyd DeWitt,1,White
Journal of Basic Writing,2018,Shari Stenberg,1,Latinx
Journal of Basic Writing,2018,Stephanie Kerschbaum,1,Asian American
Journal of Basic Writing,2018,Susanmarie Harrington,1,Asian American
Journal of Basic Writing,2018,Suzy Q. Groden,1,Asian American
Journal of Basic Writing,2018,Tanja Burkhard,1,White
Journal of Basic Writing,2018,Tara Wood,1,White
Journal of Basic Writing,2018,Theresa Enos,1,Latinx
Journal of Basic Writing,2018,Thomas Reynolds,1,Latinx
Journal of Basic Writing,2018,Tom Fox,1,White
Journal of Basic Writing,2018,Valerie Kinloch,1,Asian American
Journal of Basic Writing,2018,"Victor,Jr. Villanueva",1,White
Journal of Basic Writing,2018,Viktoriia Dudar,1,Latinx
Journal of Basic Writing,2018,Vivian Zamel,1,Latinx
Journal of Basic Writing,2018,Wendy Pfrenger,1,Latinx
Journal of Basic Writing,2018,William Condon,1,Asian American
Journal of Basic Writing,2018,William Lalicker,1,Latinx
Journal of Basic Writing,2018,Wynne Ferdinand,1,Asian American
Journal of Basic Writing,2018,Yolanda Sealey-Ruiz,1,Asian American
Parlor Press,2016,Theresa Enos,2,Asian American
Parlor Press,2016,Adrienne Rich,1,White
Parlor Press,2016,Janice Lauer,1,Latinx
Parlor Press/ Peitho,2014,Dana Robert,1,White
Parlor Press/ Peitho,2014,James Deetz,1,Asian American
Parlor Press/ Peitho,2014,Kenelm Burridge,1,Latinx
Parlor Press/ Peitho,2014,Mary Pratt,1,Latinx
Parlor Press/ Peitho,2014,Patricia Hill,1,Latinx
Parlor Press/ Peitho,2014,René Pélissier,1,White
Peitho,2013,Adrienne Rich,11,Latinx
Peitho,2013,Lindal Buchanan,4,Latinx
Peitho,2013,Cheryl Glenn,3,Latinx
Peitho,2013,Jacqueline Jones Royster,3,Latinx
Peitho,2013,Alice Kaplan,2,White
Peitho,2013,Carol Mattingly,2,Asian American
Peitho,2013,Enoch Price,2,White
Peitho,2013,Frances Cobbe,2,White
Peitho,2013,George Orwell,2,White
Peitho,2013,Gesa E. Kirsch,2,Asian American
Peitho,2013,Kathleen Ryan,2,Asian American
Peitho,2013,Krista Ratcliffe,2,Asian American
Peitho,2013,Mary Fissell,2,White
Peitho,2013,Patricia Bizzell,2,White
Peitho,2013,Roy Porter,2,White
Peitho,2013,Sara Hayden,2,Latinx
Peitho,2013,Theresa Enos,2,White
Peitho,2013,Mastrangelo,1,Asian American
Peitho,2013,- Donna Bassin,1,Asian American
Peitho,2013,Alan DeSantis,1,White
Peitho,2013,Alexis Ramsey-Tobienne,1,White
Peitho,2013,Amy Koerber,1,Asian American
Peitho,2013,Andrea Lunsford,1,Latinx
Peitho,2013,Andrew Young,1,Asian American
Peitho,2013,Antoinette Burton,1,Asian American
Peitho,2013,Barbara J. Biesecker,1,White
Peitho,2013,Barbara Woods,1,Latinx
Peitho,2013,Belinda Robnett,1,Asian American
Peitho,2013,Benoit Denizet-Lewis,1,Asian American
Peitho,2013,Blair Hydrick,1,White
Peitho,2013,Carolyn Steedman,1,Latinx
Peitho,2013,Catherine Hobbs,1,Asian American
Peitho,2013,Cedric D. ReverII,1,Asian American
Peitho,2013,Christine Mason Sutherland,1,Latinx
Peitho,2013,Clayborne Carson,1,White
Peitho,2013,Craig A. Boylstein,1,White
Peitho,2013,Dana Anderson,1,Asian American
Peitho,2013,Daphne Patai,1,White
Peitho,2013,Darlene Hine,1,Asian American
Peitho,2013,Dave Eggers,1,White
Peitho,2013,David E. Dixon,1,Asian American
Peitho,2013,David Halberstam,1,Latinx
Peitho,2013,David Hanna,1,Latinx
Peitho,2013,Diane Nash[Bevel],1,Asian American
Peitho,2013,Eileen E. Schell,1,White
Peitho,2013,Eileen Schell,1,Asian American
Peitho,2013,Elisabeth Israels Perry,1,Latinx
Peitho,2013,Evelyn Higginbotham,1,Asian American
Peitho,2013,"Frank Harris III. Editors- ShaunHarper Rank Harris, III",1,Latinx
Peitho,2013,Gregory. John P,1,Asian American
Peitho,2013,Heather Adams,1,Latinx
Peitho,2013,Henry Hampton,1,White
Peitho,2013,Hildy Miller,1,Asian American
Peitho,2013,Howard Zinn,1,Asian American
Peitho,2013,Iarfhlaith Watson,1,White
Peitho,2013,Ingrid Winther Scobie,1,White
Peitho,2013,J. Jones,1,Asian American
Peitho,2013,Jack Selzer,1,White
Peitho,2013,Jacqueline Anne Rouse,1,White
Peitho,2013,Jacquelyn Nixon,1,Asian American
Peitho,2013,Janine Solberg,1,White
Peitho,2013,Jean Bessette,1,White
Peitho,2013,Jessica Enoch,1,White
Peitho,2013,Johanna St.John,1,Asian American
Peitho,2013,John Gage,1,Asian American
Peitho,2013,John Louis Lucaites,1,Latinx
Peitho,2013,John Schilb,1,White
Peitho,2013,Joyce Antler,1,White
Peitho,2013,Julia Flanders,1,White
Peitho,2013,Julia M Wright,1,Asian American
Peitho,2013,Julie Eckerle,1,Asian American
Peitho,2013,Julie Thompson,1,Asian American
Peitho,2013,K.J. Rawson,1,Asian American
Peitho,2013,Kaja Silverman,1,Latinx
Peitho,2013,Karlyn Campbell,1,Latinx
Peitho,2013,Kevin Cope,1,Latinx
Peitho,2013,Kimberlé Crenshaw,1,Latinx
Peitho,2013,Laura L. Runge,1,Latinx
Peitho,2013,Leslie Harris,1,Latinx
Peitho,2013,Lillian Bridwell-Bowles,1,White
Peitho,2013,Lillian R Furst,1,Asian American
Peitho,2013,Linda Hughes,1,Latinx
Peitho,2013,Linda Pollock,1,Asian American
Peitho,2013,Liz Curtis,1,Latinx
Peitho,2013,Liz Rohan -Editors,1,White
Peitho,2013,Lucinda Beier,1,Asian American
Peitho,2013,Lynette Hunter,1,Asian American
Peitho,2013,Lynne Olson,1,Asian American
Peitho,2013,L’Eplattenier,1,Asian American
Peitho,2013,Margaret Honey,1,Latinx
Peitho,2013,Margot Backus,1,Asian American
Peitho,2013,Mari Tonn,1,Latinx
Peitho,2013,Martha Hodges,1,Asian American
Peitho,2013,Mary Evelyn,1,White
Peitho,2013,Meryle Kaplan,1,Asian American
Peitho,2013,Michae Westmoreland-White,1,Latinx
Peitho,2013,Michael Kimmel,1,Latinx
Peitho,2013,Michael MacDonald,1,White
Peitho,2013,Michel Foucault,1,Asian American
Peitho,2013,Michelle Dowd,1,White
Peitho,2013,Molly Wertheimer,1,Latinx
Peitho,2013,Monica Green,1,Asian American
Peitho,2013,Montserrat Cabré,1,Asian American
Peitho,2013,Nan Johnson,1,Latinx
Peitho,2013,Nedra Reynolds. Editors - James S. Baumlin,1,Asian American
Peitho,2013,Nicholas Syrett,1,Asian American
Peitho,2013,Pat Rogers,1,White
Peitho,2013,Patrice DiQuinzio,1,Asian American
Peitho,2013,Patricia Collins,1,Latinx
Peitho,2013,Patrick McWilliams,1,Asian American
Peitho,2013,Paula Fass,1,White
Peitho,2013,Paula Giddings,1,Latinx
Peitho,2013,Peter Ling,1,Latinx
Peitho,2013,Ramsey,1,Latinx
Peitho,2013,Randolph Boehm,1,White
Peitho,2013,Raymond Arsenault,1,Asian American
Peitho,2013,Rebecca Sutcliffe,1,Latinx
Peitho,2013,Rebecca Tannenbaum,1,Latinx
Peitho,2013,Richard Miller,1,Latinx
Peitho,2013,Richard Weaver,1,White
Peitho,2013,Roalnd Barthes,1,White
Peitho,2013,Rosetta Ross,1,Asian American
Peitho,2013,Roxanne Mountford,1,Latinx
Peitho,2013,Ruth Behar,1,White
Peitho,2013,Sally Mitchell,1,Latinx
Peitho,2013,Sandra Lorean,1,Latinx
Peitho,2013,Sara Mills,1,Asian American
Peitho,2013,Sarah Alpern,1,Latinx
Peitho,2013,Sarah Hutton,1,Asian American
Peitho,2013,Saul Rubinstein,1,White
Peitho,2013,Sharer,1,Asian American
Peitho,2013,Sharon Crowley,1,Asian American
Peitho,2013,Sharon Meagher,1,White
Peitho,2013,Sharon Monteith,1,White
Peitho,2013,Shirley Logan,1,Latinx
Peitho,2013,Steven Fayer,1,White
Peitho,2013,Susan Bassnett,1,Latinx
Peitho,2013,Susan Crane,1,Latinx
Peitho,2013,Susan Jarratt,1,Asian American
Peitho,2013,Susan Miller,1,Latinx
Peitho,2013,Susan R. Jones,1,Latinx
Peitho,2013,Suzanne Bordelon,1,Asian American
Peitho,2013,Tarez Samra Graban,1,White
Peitho,2013,Taylor Branch,1,White
Peitho,2013,Tita FrenchBaumlin,1,White
Peitho,2013,V.P Franklin,1,Asian American
Peitho,2013,W.E.B DuBois,1,White
Peitho,2013,Wallace Chessman,1,Asian American
Peitho,2013,Wendy Sharer,1,Latinx
Peitho,2013,Zoë Kinsley,1,Latinx
Peitho,2014,John McCutcheon,7,Asian American
Peitho,2014,Gesa E. Kirsch,4,Latinx
Peitho,2014,Rebecca Dingo,4,White
Peitho,2014,Tarez Graban,4,Latinx
Peitho,2014,Barbara L’Eplattenier,3,White
Peitho,2014,Derek Mueller,3,White
Peitho,2014,Ellen Garvey,3,Latinx
Peitho,2014,Frank D’Angelo,3,Latinx
Peitho,2014,Jessica Enoch,3,White
Peitho,2014,Kenneth Burke,3,Asian American
Peitho,2014,Kimberly DaCosta Holton Andrea Klimt,3,Asian American
Peitho,2014,Mary Fonseca,3,Asian American
Peitho,2014,Matthew Fuller,3,Asian American
Peitho,2014,Patricia Harrison,3,White
Peitho,2014,Shirley Logan,3,White
Peitho,2014,Alexis E. Ramsey,2,Asian American
Peitho,2014,Barbara Biesecker,2,White
Peitho,2014,Helen M. Buss Marlene Kadar,2,White
Peitho,2014,Janine Solberg,2,White
Peitho,2014,Jennifer Borda,2,White
Peitho,2014,Jenny Edbauer,2,Asian American
Peitho,2014,Josh Greenberg,2,Asian American
Peitho,2014,Lisa S. Mastrangelo,2,Latinx
Peitho,2014,Matthew Kirschenbaum,2,Latinx
Peitho,2014,Newton McConnell,2,Latinx
Peitho,2014,Paula Giddings,2,White
Peitho,2014,Raymond Morris,2,Latinx
Peitho,2014,Wendy B. Sharer,2,Latinx
Peitho,2014,A. Bunting,1,White
Peitho,2014,Adade Wheeler,1,Asian American
Peitho,2014,Aili Mari Tripp,1,Asian American
Peitho,2014,Alexis Ramsey,1,White
Peitho,2014,Alexis Ramsey-Tobienne,1,White
Peitho,2014,Alfreda Duster,1,Latinx
Peitho,2014,Alice Sheppard,1,Latinx
Peitho,2014,Alistair Pennycook,1,White
Peitho,2014,Amanda Terkel,1,Asian American
Peitho,2014,Amy Wood,1,Asian American
Peitho,2014,Andrea A. Lunsford,1,Latinx
Peitho,2014,Andrea Lunsford,1,Latinx
Peitho,2014,Ann Botelho,1,Asian American
Peitho,2014,Anne Aronson,1,Asian American
Peitho,2014,B.S Nagi,1,Latinx
Peitho,2014,Barbara Ashton,1,Asian American
Peitho,2014,Barbara Welter,1,Latinx
Peitho,2014,Belinda StillionSouthard,1,Latinx
Peitho,2014,Bell Hooks,1,Asian American
Peitho,2014,Binod Gurung,1,White
Peitho,2014,Biswajit Ghosh,1,Asian American
Peitho,2014,Bonnie Miller,1,White
Peitho,2014,Borzou Daragahi,1,Asian American
Peitho,2014,Bruno Latour,1,White
Peitho,2014,Carl F. Kaestle,1,Asian American
Peitho,2014,Carolyn Skinner,1,Latinx
Peitho,2014,Casey Lum,1,Latinx
Peitho,2014,Casey Man Kong Lum,1,Latinx
Peitho,2014,Catherine Palczewski,1,Asian American
Peitho,2014,Cathy Davidson,1,White
Peitho,2014,Chandra Mohanty,1,Latinx
Peitho,2014,Charlotte Gilman,1,White
Peitho,2014,Chery Glenn,1,Latinx
Peitho,2014,Chester W Clevel,1,White
Peitho,2014,Clemens Bartollas,1,White
Peitho,2014,Clifford Geertz,1,Latinx
Peitho,2014,Clinton F. Fink,1,Latinx
Peitho,2014,Colin Daileda,1,Asian American
Peitho,2014,Coretta Pittman,1,White
Peitho,2014,Cynthia Gorney,1,Latinx
Peitho,2014,David Bodenhamer,1,Asian American
Peitho,2014,David Gold,1,Asian American
Peitho,2014,David Howard-Pitney,1,Asian American
Peitho,2014,Delphine Minoui,1,Asian American
Peitho,2014,Diviya Kapur,1,Latinx
Peitho,2014,Donta Balaiah,1,Latinx
Peitho,2014,Dànielle Nicole DeVoss,1,Asian American
Peitho,2014,E. Ramsey,1,Latinx
Peitho,2014,E.H Gombrich,1,White
Peitho,2014,Edward Ayers,1,Latinx
Peitho,2014,Edward Rosa,1,Asian American
Peitho,2014,Ekaterina Haskins,1,Latinx
Peitho,2014,Elena Levy-Navarro,1,Latinx
Peitho,2014,Eliot Oring,1,Latinx
Peitho,2014,Elisabeth ElRafaie,1,Asian American
Peitho,2014,Elisabeth Perry,1,White
Peitho,2014,Erin Frost,1,Asian American
Peitho,2014,Erving Goffman,1,White
Peitho,2014,Esther Rothblum,1,Latinx
Peitho,2014,Eunice Muthengi,1,Latinx
Peitho,2014,Evelyn Shaw McCutcheon,1,Asian American
Peitho,2014,Floyd Dell,1,Asian American
Peitho,2014,Franco Moretti,1,Latinx
Peitho,2014,G. Retallack,1,White
Peitho,2014,Gail Lippincott,1,White
Peitho,2014,Geneva Smitherman,1,White
Peitho,2014,George Ade,1,Latinx
Peitho,2014,George Landow,1,Asian American
Peitho,2014,Gerald J. Savage,1,Latinx
Peitho,2014,Gerald MacLean,1,White
Peitho,2014,Gesa E.Kirsch andLiz Rohan,1,White
Peitho,2014,Gesa Kirsch Patricia A. Sullivan,1,Asian American
Peitho,2014,Gesa Kirsch andLiz Rohan,1,White
Peitho,2014,Giselinde Kuipers,1,Latinx
Peitho,2014,Gloria Anzuldua,1,Asian American
Peitho,2014,Graham Allen,1,White
Peitho,2014,Grover Cleveland,1,White
Peitho,2014,Guy Szuberla,1,Latinx
Peitho,2014,Harry Katz,1,White
Peitho,2014,Ian Christopher Fleming,1,Latinx
Peitho,2014,Isabel Pederson,1,White
Peitho,2014,J Alexander,1,Asian American
Peitho,2014,Jack Selzer Sharon Crowley,1,Asian American
Peitho,2014,Jacqueline Jones Royster,1,Asian American
Peitho,2014,James Marcum,1,Asian American
Peitho,2014,James Purdy,1,White
Peitho,2014,Jane Addams,1,Asian American
Peitho,2014,Jane L. Istvan,1,Latinx
Peitho,2014,Janet Emir,1,Asian American
Peitho,2014,Janice A. Radway,1,Asian American
Peitho,2014,Janice Radway,1,Asian American
Peitho,2014,Jaqueline Rogers,1,Latinx
Peitho,2014,Jason Barrett-Fox,1,Latinx
Peitho,2014,Jay G. Silverman,1,White
Peitho,2014,Jean Bessette,1,Latinx
Peitho,2014,Jeannine Amber,1,White
Peitho,2014,Jennifer Bay,1,Latinx
Peitho,2014,Jenny Rice,1,Asian American
Peitho,2014,Jerome Bruner,1,White
Peitho,2014,Joe Sheffer,1,White
Peitho,2014,John Corrigan,1,Latinx
Peitho,2014,John Flynn,1,Asian American
Peitho,2014,John Markoff,1,White
Peitho,2014,Judith/Jack Halberstam,1,Asian American
Peitho,2014,Julie Bokser,1,White
Peitho,2014,June Purvis,1,Latinx
Peitho,2014,K.A Neeley,1,White
Peitho,2014,Karlyn Campbell,1,Asian American
Peitho,2014,Karlyn Kohrs Campbell,1,Latinx
Peitho,2014,Kate Ronald,1,Asian American
Peitho,2014,Katherine Durack,1,Latinx
Peitho,2014,Katherine Joslin,1,Latinx
Peitho,2014,Kathleen Turner,1,Latinx
Peitho,2014,Katie Conboy,1,Asian American
Peitho,2014,Kenneth Florey,1,White
Peitho,2014,Krista Bryson,1,Latinx
Peitho,2014,Kristie Fleckenstein,1,White
Peitho,2014,Kristin Hoganson,1,Asian American
Peitho,2014,Laura F. Nym Mayhall,1,Latinx
Peitho,2014,Lawrence Prelli,1,Latinx
Peitho,2014,Lee Brasseur,1,White
Peitho,2014,Lee Nickoson Mary P. Sheridan,1,Latinx
Peitho,2014,Lewis Gould,1,Asian American
Peitho,2014,Lindal Buchanan,1,Asian American
Peitho,2014,Linus Abraham,1,Latinx
Peitho,2014,Lisa Zimmerelli,1,Latinx
Peitho,2014,Lisa Zyga,1,Asian American
Peitho,2014,Lloyd Bitzer,1,Asian American
Peitho,2014,Louise Wetherbee Phelps,1,Asian American
Peitho,2014,Marlene Manoff,1,Latinx
Peitho,2014,Marohang Limbu,1,Asian American
Peitho,2014,Martin J. Medhurst,1,Latinx
Peitho,2014,Mary Wollstonecraft,1,Latinx
Peitho,2014,Mat Honan,1,Asian American
Peitho,2014,Matt Hickey,1,Latinx
Peitho,2014,Melanie McCarry Amina Razak,1,Latinx
Peitho,2014,Merle Curti,1,White
Peitho,2014,Michael A. Desousa,1,Asian American
Peitho,2014,Michael Hill,1,Latinx
Peitho,2014,Michael Warner,1,White
Peitho,2014,Michel Foucault,1,Asian American
Peitho,2014,Michel deCerteau,1,Latinx
Peitho,2014,Michelle Eble,1,Latinx
Peitho,2014,Michelle F. Eble,1,White
Peitho,2014,Mildred Thompson,1,Latinx
Peitho,2014,Milton Kaplan,1,Latinx
Peitho,2014,Miriam DeCosta-Willis,1,White
Peitho,2014,Monica Madaus,1,Latinx
Peitho,2014,Murray Edelman,1,White
Peitho,2014,Myra Marx Ferre,1,Asian American
Peitho,2014,N. Hayles,1,Asian American
Peitho,2014,Nadia Medina,1,Asian American
Peitho,2014,Nan Johnson,1,White
Peitho,2014,Naomi Wolf,1,White
Peitho,2014,Nawal Nour,1,Latinx
Peitho,2014,Niranjan Saggurti,1,Latinx
Peitho,2014,Oriana Gatta,1,Latinx
Peitho,2014,Patricia A. Sullivan,1,Latinx
Peitho,2014,Patricia Bizzell Bruce Herzberg,1,Asian American
Peitho,2014,Patricia Schechter,1,Latinx
Peitho,2014,Patricia Sullivan,1,Asian American
Peitho,2014,Paula Bartley,1,Asian American
Peitho,2014,Peter Mortensen,1,Latinx
Peitho,2014,Phillipa Levine,1,White
Peitho,2014,Richard Haswell,1,Asian American
Peitho,2014,Richard Miller,1,Latinx
Peitho,2014,Robbert Worth,1,Asian American
Peitho,2014,Robert Smith,1,White
Peitho,2014,Ruth Dow,1,Asian American
Peitho,2014,Ruth Gaffney-Rhys,1,White
Peitho,2014,Ruth Webb,1,White
Peitho,2014,S.M.Mostafa Kamal,1,Asian American
Peitho,2014,Sabrina Marsh,1,White
Peitho,2014,Sacvan Bercovitch,1,Asian American
Peitho,2014,Sandra Solovany Esther Rothblum,1,Latinx
Peitho,2014,Sandy Northrop,1,White
Peitho,2014,Sara Ahmed,1,Latinx
Peitho,2014,Sarah Skripsky,1,White
Peitho,2014,Sarah Stanbury,1,White
Peitho,2014,Sharon Kirsch,1,Latinx
Peitho,2014,Shirley K Rose,1,Asian American
Peitho,2014,Stephen Becker,1,Asian American
Peitho,2014,Susan Bordo,1,White
Peitho,2014,Susan Jarratt,1,Asian American
Peitho,2014,Susan Miller,1,Latinx
Peitho,2014,Susan Wells,1,Asian American
Peitho,2014,SusanneLouis Mikhail,1,Asian American
Peitho,2014,Susie Orbach,1,White
Peitho,2014,Tara McPherson,1,Latinx
Peitho,2014,Teresa Zackodnik,1,White
Peitho,2014,Theodore Roosevelt,1,White
Peitho,2014,Tom Long,1,Latinx
Peitho,2014,Trevor M. Harris,1,White
Peitho,2014,Wayne Booth,1,Latinx
Peitho,2014,William Banks,1,Latinx
Peitho,2014,Winifred Bryan Horner,1,White
Peitho,2014,Yvonne Levesque,1,White
Peitho,2015,Susan Maute,18,Asian American
Peitho,2015,Jessica Enoch,9,Asian American
Peitho,2015,Committee on the Status of Women in the Profession,8,White
Peitho,2015,Council of Writing Program Administrators,8,Asian American
Peitho,2015,Joseph Harris,8,White
Peitho,2015,Debra Hawhee,7,White
Peitho,2015,Judith Butler,7,Asian American
Peitho,2015,Judith Halberstam,7,Latinx
Peitho,2015,Eileen Schell,6,Latinx
Peitho,2015,Gesa E. Kirsch,6,White
Peitho,2015,Jessica Restaino,6,Latinx
Peitho,2015,Sharon Crowley,6,Asian American
Peitho,2015,Susan Miller,6,Asian American
Peitho,2015,Betsy Greer,5,Latinx
Peitho,2015,Jordynn Jack,5,White
Peitho,2015,Kenneth Burke,5,White
Peitho,2015,Annie Mendenhall,4,Latinx
Peitho,2015,Cheryl Glenn,4,Asian American
Peitho,2015,David Bowen,4,Asian American
Peitho,2015,David Gilkey,4,White
Peitho,2015,David Laurence,4,Asian American
Peitho,2015,Duane Roen,4,Asian American
Peitho,2015,Ginger Guardiola Smoak,4,White
Peitho,2015,Jeni Hart,4,Asian American
Peitho,2015,José Muñoz,4,White
Peitho,2015,Katie Hogan,4,Latinx
Peitho,2015,Kay Steiger,4,Asian American
Peitho,2015,Kirk Sarell,4,Asian American
Peitho,2015,Laura H. Thomas,4,Latinx
Peitho,2015,Lucy J. Troup,4,Asian American
Peitho,2015,Michael McCamley,4,White
Peitho,2015,Mike Palmquist,4,Latinx
Peitho,2015,Natalie Barnes,4,Latinx
Peitho,2015,Patricia Stock,4,Asian American
Peitho,2015,Sarah Ryan,4,Asian American
Peitho,2015,Shirley Rose,4,White
Peitho,2015,Susan Jarratt,4,Asian American
Peitho,2015,Susan Wells,4,Asian American
Peitho,2015,bell hooks,4,Asian American
Peitho,2015,Adela Licona,3,Asian American
Peitho,2015,Axel Bruns,3,White
Peitho,2015,Barbara Biesecker,3,Asian American
Peitho,2015,Carol Mattingly,3,White
Peitho,2015,Geneva Smitherman,3,Latinx
Peitho,2015,Jay Dolmage,3,Asian American
Peitho,2015,Joy Ritchie,3,Asian American
Peitho,2015,LuMing Mao,3,Latinx
Peitho,2015,Michelle Ballif,3,Latinx
Peitho,2015,Adam Banks,2,Asian American
Peitho,2015,Adela C. Licona,2,Latinx
Peitho,2015,Adrienne Rich,2,Latinx
Peitho,2015,Aimee CarrilloRowe,2,Latinx
Peitho,2015,Alice J. Robison,2,Latinx
Peitho,2015,Alice Kessler-Harris,2,Latinx
Peitho,2015,Amy Propen,2,Asian American
Peitho,2015,Anne-Marie Slaughter,2,Asian American
Peitho,2015,Audre Lorde,2,Asian American
Peitho,2015,Audrey Kobayashi,2,Asian American
Peitho,2015,Barbara Laslett,2,Asian American
Peitho,2015,Bell Hooks,2,Latinx
Peitho,2015,Carole Turbin,2,Latinx
Peitho,2015,Carolyn Skinner,2,Asian American
Peitho,2015,Chris Smithies,2,White
Peitho,2015,David Gold,2,Asian American
Peitho,2015,Davis Baird,2,Latinx
Peitho,2015,Debbie Stoller,2,Asian American
Peitho,2015,Deborah Britzman,2,Latinx
